Tensor Core Report
Op ID,Op Name,Direction,Op Type,Uses TC,Total GPU Time (ns),TC GPU Time (ns),Non-TC GPU Time (ns),TC Utilization (%),Total Kernel Count,TC Kernel Count,TC Kernel Names,Non-TC Kernel Count,Non-TC Kernel Names
"CONV2D_1","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,4448214,0,4448214,0.0,8,0,"",8,"ampere_gcgemm_64x32_nt, ampere_scudnn_128x64_relu_xregs_large_nn_v1, computeOffsetsKernel, explicit_convolve_sgemm, fft2d_c2r_32x32, fft2d_r2c_32x32, im2col4d_kernel, implicit_convolve_sgemm"
"CONV2D_10","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,141888,88096,53792,62.1,3,1,"Kernel",2,"nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_100","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,893127,15265,877862,1.7,13,1,"Kernel",12,"ampere_cgemm_64x32_tn, ampere_gcgemm_64x64_nt, explicit_convolve_sgemm, fft1d_c2r_32, fft1d_r2c_32, fft2d_c2r_16x16, fft2d_r2c_16x16, flip_filter, im2col4d_kernel, implicit_convolve_sgemm, nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_101","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,31265,0,31265,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_102","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,951172,15552,935620,1.6,13,1,"Kernel",12,"ampere_cgemm_64x32_tn, ampere_gcgemm_64x64_nt, explicit_convolve_sgemm, fft1d_c2r_32, fft1d_r2c_32, fft2d_c2r_16x16, fft2d_r2c_16x16, flip_filter, im2col4d_kernel, implicit_convolve_sgemm, nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_103","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,31392,0,31392,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_104","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,1126788,16128,1110660,1.4,13,1,"Kernel",12,"ampere_cgemm_64x32_tn, ampere_gcgemm_64x64_nt, explicit_convolve_sgemm, fft1d_c2r_32, fft1d_r2c_32, fft2d_c2r_16x16, fft2d_r2c_16x16, flip_filter, im2col4d_kernel, implicit_convolve_sgemm, nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_105","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,31072,0,31072,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
"CONV2D_106","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/_DenseLayer::bn_function/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",yes,991172,16544,974628,1.7,13,1,"Kernel",12,"ampere_cgemm_64x32_tn, ampere_gcgemm_64x64_nt, explicit_convolve_sgemm, fft1d_c2r_32, fft1d_r2c_32, fft2d_c2r_16x16, fft2d_r2c_16x16, flip_filter, im2col4d_kernel, implicit_convolve_sgemm, nchwToNhwcKernel, nhwcToNchwKernel"
"CONV2D_107","/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d",no,31072,0,31072,0.0,2,0,"",2,"ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1, generateWinogradTilesKernel"
